country,province,district,response,vaccine.type,roundNumber,numbercluster,round_start_date,start_date,end_date,male_sampled,female_sampled,total_sampled,male_vaccinated,female_vaccinated,total_vaccinated,total_missed,status,performance,r_non_compliance,r_house_not_visited,r_childabsent,r_Child_was_asleep,r_Child_is_a_visitor,r_Vaccinated_but_not_FM,other_r,percent_care_giver_informed_sia,abs_reason_travelled,abs_reason_market,abs_reason_other,abs_reason_farm,abs_reason_school,nc_reason_child_sick,nc_reason_no_felt_need,nc_reason_religious_cultural,nc_reason_too_many_rnd,nc_reason_no_care_giver_consent,nc_reason_others,nc_reason_vaccines_safety,prct_r_non_compliance,prct_r_house_not_visited,prct_r_childabsent,prct_r_Child_was_asleep,prct_r_Child_is_a_visitor,prct_r_Vaccinated_but_not_FM,prct_other_r,proportion_missed_child
GHA,UPPER WEST,WA WEST,nOPV2022,nOPV2,Rnd2,21,2022-11-06T00:00:00Z,2022-11-10,2022-12-10,32,28,60,32,28,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHA,VOLTA,ADAKLU,AMANSIE SOUTH,nOPV2,Rnd1,21,2020-09-10T00:00:00Z,2020-09-14,2020-09-15,27,33,60,26,33,59,1,Pass,high,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.02
GHA,VOLTA,ADAKLU,AMANSIE SOUTH,nOPV2,Rnd2,21,2020-10-09T00:00:00Z,2020-10-13,2020-10-14,32,28,60,31,27,58,2,Pass,high,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,50,0,0.03
GHA,VOLTA,ADAKLU,GHA-2024-10-01_nOPV,nOPV2,Rnd1,21,2024-10-17T00:00:00Z,2024-10-21,2024-10-22,33,27,60,33,27,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHA,VOLTA,ADAKLU,GHA-2024-10-01_nOPV,nOPV2,Rnd2,21,2024-11-21T00:00:00Z,2024-11-25,2024-11-26,25,35,60,21,31,52,8,Fail,moderate,1,2,4,0,0,1,0,0,1,0,3,0,0,0,1,0,0,0,0,0,12.5,25,50,0,0,12.5,0,0.13
GHA,VOLTA,ADAKLU,nOPV2022,nOPV2,Rnd1,21,2022-06-05T00:00:00Z,2022-06-09,2022-07-09,35,25,60,35,25,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHA,VOLTA,ADAKLU,nOPV2022,nOPV2,Rnd2,21,2022-11-06T00:00:00Z,2022-11-10,2022-12-10,35,25,60,35,25,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHA,VOLTA,AFADJATO SOUTH,AMANSIE SOUTH,nOPV2,Rnd1,21,2020-09-10T00:00:00Z,2020-09-14,2020-09-15,31,29,60,30,27,57,3,Pass,high,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,66.67,0,0.05
GHA,VOLTA,AFADJATO SOUTH,AMANSIE SOUTH,nOPV2,Rnd2,21,2020-10-09T00:00:00Z,2020-10-13,2020-10-14,28,32,60,28,32,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHA,VOLTA,AFADJATO SOUTH,GHA-2024-10-01_nOPV,nOPV2,Rnd1,21,2024-10-17T00:00:00Z,2024-10-21,2024-10-22,26,34,60,26,32,58,2,Pass,high,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0.03
GHA,VOLTA,AFADJATO SOUTH,GHA-2024-10-01_nOPV,nOPV2,Rnd2,21,2024-11-21T00:00:00Z,2024-11-25,2024-11-26,35,25,60,35,22,57,3,Pass,high,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.33,0,0,66.67,0,0,0.05
GHA,VOLTA,AFADJATO SOUTH,nOPV2022,nOPV2,Rnd1,21,2022-07-05T00:00:00Z,2022-07-09,2022-08-09,42,18,60,36,18,54,6,Fail,moderate,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.1
GHA,VOLTA,AFADJATO SOUTH,nOPV2022,nOPV2,Rnd2,21,2022-11-06T00:00:00Z,2022-11-10,2022-12-10,28,32,60,28,32,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHA,VOLTA,AGORTIME-ZIOPE,AMANSIE SOUTH,nOPV2,Rnd1,20,2020-09-10T00:00:00Z,2020-09-14,2020-09-15,34,26,60,34,25,59,1,Pass,high,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.02
GHA,VOLTA,AGORTIME-ZIOPE,AMANSIE SOUTH,nOPV2,Rnd2,21,2020-10-09T00:00:00Z,2020-10-13,2020-10-14,34,26,60,33,25,58,2,Pass,high,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,0,0,0.03
GHA,VOLTA,AGORTIME-ZIOPE,GHA-2024-10-01_nOPV,nOPV2,Rnd1,21,2024-10-17T00:00:00Z,2024-10-21,2024-10-22,28,32,60,28,30,58,2,Pass,high,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,50,0,0,0.03
GHA,VOLTA,AGORTIME-ZIOPE,GHA-2024-10-01_nOPV,nOPV2,Rnd2,21,2024-11-21T00:00:00Z,2024-11-25,2024-11-26,36,24,60,34,22,56,4,Fail,moderate,0,1,3,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,25,75,0,0,0,0,0.07
GHA,VOLTA,AGORTIME-ZIOPE,nOPV2022,nOPV2,Rnd1,20,2022-06-05T00:00:00Z,2022-06-09,2022-07-09,29,31,60,27,31,58,2,Pass,high,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
GHA,VOLTA,AGORTIME-ZIOPE,nOPV2022,nOPV2,Rnd2,21,2022-11-06T00:00:00Z,2022-11-10,2022-12-10,32,28,60,29,25,54,6,Fail,moderate,0,0,4,0,0,2,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,66.67,0,0,33.33,0,0.1
GHA,VOLTA,AKATSI NORTH,AMANSIE SOUTH,nOPV2,Rnd1,21,2020-09-10T00:00:00Z,2020-09-14,2020-09-15,28,32,60,26,32,58,2,Pass,high,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.03
GHA,VOLTA,AKATSI NORTH,AMANSIE SOUTH,nOPV2,Rnd2,21,2020-10-09T00:00:00Z,2020-10-13,2020-10-14,29,31,60,28,30,58,2,Pass,high,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50,0,50,0,0,0.03
GHA,VOLTA,AKATSI NORTH,GHA-2024-10-01_nOPV,nOPV2,Rnd1,21,2024-10-17T00:00:00Z,2024-10-21,2024-10-22,30,30,60,30,30,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHA,VOLTA,AKATSI NORTH,GHA-2024-10-01_nOPV,nOPV2,Rnd2,21,2024-11-21T00:00:00Z,2024-11-25,2024-11-26,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHA,VOLTA,AKATSI NORTH,nOPV2022,nOPV2,Rnd1,20,2022-06-05T00:00:00Z,2022-06-09,2022-07-09,40,20,60,38,18,56,4,Fail,moderate,0,0,3,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,75,0,0,0,25,0.07
GHA,VOLTA,AKATSI NORTH,nOPV2022,nOPV2,Rnd2,21,2022-11-06T00:00:00Z,2022-11-10,2022-12-10,34,26,60,34,26,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHA,VOLTA,AKATSI SOUTH,AMANSIE SOUTH,nOPV2,Rnd1,21,2020-09-12T00:00:00Z,2020-09-16,2020-09-16,32,28,60,32,27,59,1,Pass,high,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
GHA,VOLTA,AKATSI SOUTH,AMANSIE SOUTH,nOPV2,Rnd2,21,2020-10-09T00:00:00Z,2020-10-13,2020-10-14,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHA,VOLTA,AKATSI SOUTH,GHA-2024-10-01_nOPV,nOPV2,Rnd1,21,2024-10-17T00:00:00Z,2024-10-21,2024-10-22,36,24,60,36,24,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHA,VOLTA,AKATSI SOUTH,GHA-2024-10-01_nOPV,nOPV2,Rnd2,21,2024-11-21T00:00:00Z,2024-11-25,2024-11-26,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHA,VOLTA,AKATSI SOUTH,nOPV2022,nOPV2,Rnd1,20,2022-06-05T00:00:00Z,2022-06-09,2022-07-09,30,30,60,29,29,58,2,Pass,high,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,50,0,50,0,0,0,0,0.03
GHA,VOLTA,AKATSI SOUTH,nOPV2022,nOPV2,Rnd2,20,2022-11-06T00:00:00Z,2022-11-10,2022-12-10,28,32,60,28,30,58,2,Pass,high,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,50,0,0,50,0,0.03
GHA,VOLTA,AKATSI SOUTH,nOPV2022,nOPV2,Rnd3,21,2022-12-16T00:00:00Z,2022-12-20,2022-12-21,34,26,60,31,24,55,5,Fail,moderate,0,1,1,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,40,20,0.08
GHA,VOLTA,ANLOGA,AMANSIE SOUTH,nOPV2,Rnd1,21,2020-09-11T00:00:00Z,2020-09-15,2020-09-15,34,26,60,32,26,58,2,Pass,high,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0.03
GHA,VOLTA,ANLOGA,AMANSIE SOUTH,nOPV2,Rnd2,21,2020-10-09T00:00:00Z,2020-10-13,2020-10-14,34,26,60,32,26,58,2,Pass,high,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0.03
GHA,VOLTA,ANLOGA,GHA-2024-10-01_nOPV,nOPV2,Rnd1,21,2024-10-17T00:00:00Z,2024-10-21,2024-10-22,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHA,VOLTA,ANLOGA,GHA-2024-10-01_nOPV,nOPV2,Rnd2,21,2024-11-21T00:00:00Z,2024-11-25,2024-11-26,31,29,60,31,26,57,3,Pass,high,0,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,33.33,66.67,0,0,0,0,0.05
GHA,VOLTA,ANLOGA,nOPV2022,nOPV2,Rnd1,21,2022-06-05T00:00:00Z,2022-06-09,2022-07-09,27,33,60,20,32,52,8,Fail,moderate,1,1,2,0,0,4,0,0,1,0,1,0,0,0,1,0,0,0,0,0,12.5,12.5,25,0,0,50,0,0.13
GHA,VOLTA,ANLOGA,nOPV2022,nOPV2,Rnd2,21,2022-11-06T00:00:00Z,2022-11-10,2022-12-10,33,27,60,32,26,58,2,Pass,high,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.03
GHA,VOLTA,CENTRAL TONGU,AMANSIE SOUTH,nOPV2,Rnd1,21,2020-09-10T00:00:00Z,2020-09-14,2020-09-15,34,26,60,32,26,58,2,Pass,high,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
GHA,VOLTA,CENTRAL TONGU,AMANSIE SOUTH,nOPV2,Rnd2,21,2020-10-09T00:00:00Z,2020-10-13,2020-10-14,28,32,60,26,29,55,5,Fail,moderate,0,0,1,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,80,0,0.08
GHA,VOLTA,CENTRAL TONGU,GHA-2024-10-01_nOPV,nOPV2,Rnd1,21,2024-10-17T00:00:00Z,2024-10-21,2024-10-22,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHA,VOLTA,CENTRAL TONGU,GHA-2024-10-01_nOPV,nOPV2,Rnd2,21,2024-11-21T00:00:00Z,2024-11-25,2024-11-26,32,28,60,32,28,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHA,VOLTA,CENTRAL TONGU,nOPV2022,nOPV2,Rnd1,21,2022-06-05T00:00:00Z,2022-06-09,2022-08-09,29,31,60,29,31,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHA,VOLTA,CENTRAL TONGU,nOPV2022,nOPV2,Rnd2,21,2022-11-06T00:00:00Z,2022-11-10,2022-12-10,33,27,60,33,27,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHA,VOLTA,HO,AMANSIE SOUTH,nOPV2,Rnd1,21,2020-09-10T00:00:00Z,2020-09-14,2020-09-15,33,27,60,32,26,58,2,Pass,high,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0.03
GHA,VOLTA,HO,AMANSIE SOUTH,nOPV2,Rnd2,21,2020-10-09T00:00:00Z,2020-10-13,2020-10-14,31,29,60,31,28,59,1,Pass,high,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.02
GHA,VOLTA,HO,GHA-2024-10-01_nOPV,nOPV2,Rnd1,18,2024-10-17T00:00:00Z,2024-10-21,2024-10-22,28,32,60,24,29,53,7,Fail,moderate,1,1,3,0,0,2,0,0,0,0,2,0,1,0,0,1,0,0,0,0,14.29,14.29,42.86,0,0,28.57,0,0.12
GHA,VOLTA,HO,GHA-2024-10-01_nOPV,nOPV2,Rnd2,21,2024-11-21T00:00:00Z,2024-11-25,2024-11-26,23,37,60,23,37,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHA,VOLTA,HO,nOPV2022,nOPV2,Rnd1,21,2022-07-05T00:00:00Z,2022-07-09,2022-07-09,31,29,60,30,26,56,4,Fail,moderate,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,50,25,25,0,0,0,0.07
GHA,VOLTA,HO,nOPV2022,nOPV2,Rnd2,20,2022-11-06T00:00:00Z,2022-11-10,2022-12-10,31,29,60,27,26,53,7,Fail,moderate,0,3,3,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,42.86,42.86,0,14.29,0,0,0.12
GHA,VOLTA,HO,nOPV2022,nOPV2,Rnd3,21,2022-12-16T00:00:00Z,2022-12-20,2022-12-21,30,30,60,29,30,59,1,Pass,high,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
GHA,VOLTA,HO WEST,AMANSIE SOUTH,nOPV2,Rnd1,21,2020-09-10T00:00:00Z,2020-09-14,2020-09-15,32,28,60,31,27,58,2,Pass,high,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
GHA,VOLTA,HO WEST,AMANSIE SOUTH,nOPV2,Rnd2,21,2020-10-09T00:00:00Z,2020-10-13,2020-10-14,23,37,60,21,33,54,6,Fail,moderate,0,3,3,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0.1
GHA,VOLTA,HO WEST,GHA-2024-10-01_nOPV,nOPV2,Rnd1,21,2024-10-17T00:00:00Z,2024-10-21,2024-10-22,35,25,60,32,24,56,4,Fail,moderate,0,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0.07
GHA,VOLTA,HO WEST,GHA-2024-10-01_nOPV,nOPV2,Rnd2,21,2024-11-21T00:00:00Z,2024-11-25,2024-11-26,27,33,60,24,28,52,8,Fail,moderate,1,1,3,0,0,3,0,0,1,0,1,1,0,0,0,0,0,1,0,0,12.5,12.5,37.5,0,0,37.5,0,0.13
GHA,VOLTA,HO WEST,nOPV2022,nOPV2,Rnd1,18,2022-06-05T00:00:00Z,2022-06-09,2022-07-09,26,24,50,26,24,50,10,Fail,poor,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.2
GHA,VOLTA,HO WEST,nOPV2022,nOPV2,Rnd2,21,2022-11-06T00:00:00Z,2022-11-10,2022-12-10,34,26,60,28,24,52,8,Fail,moderate,0,3,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.5,0,12.5,12.5,25,12.5,0.13
GHA,VOLTA,HO WEST,nOPV2022,nOPV2,Rnd3,16,2022-12-16T00:00:00Z,2022-12-20,2022-12-21,40,20,60,39,20,59,1,Pass,high,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.02
GHA,VOLTA,HOHOE,AMANSIE SOUTH,nOPV2,Rnd1,21,2020-09-10T00:00:00Z,2020-09-14,2020-09-15,36,24,60,32,21,53,7,Fail,moderate,1,0,2,0,0,2,2,0,0,0,1,1,0,0,1,0,0,0,0,0,14.29,0,28.57,0,0,28.57,28.57,0.12
GHA,VOLTA,HOHOE,AMANSIE SOUTH,nOPV2,Rnd2,21,2020-10-09T00:00:00Z,2020-10-13,2020-10-14,34,26,60,32,25,57,3,Pass,high,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,66.67,33.33,0,0,0,0,0.05
GHA,VOLTA,HOHOE,GHA-2024-10-01_nOPV,nOPV2,Rnd1,21,2024-10-17T00:00:00Z,2024-10-21,2024-10-22,28,32,60,24,29,53,7,Fail,moderate,0,5,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,71.43,14.29,0,0,14.29,0,0.12
GHA,VOLTA,HOHOE,GHA-2024-10-01_nOPV,nOPV2,Rnd2,21,2024-11-21T00:00:00Z,2024-11-25,2024-11-26,39,21,60,38,19,57,3,Pass,high,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,33.33,0,0,66.67,0,0.05
GHA,VOLTA,HOHOE,nOPV2022,nOPV2,Rnd1,21,2022-06-05T00:00:00Z,2022-06-09,2022-07-09,34,26,60,32,21,53,7,Fail,moderate,0,2,5,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,28.57,71.43,0,0,0,0,0.12
GHA,VOLTA,HOHOE,nOPV2022,nOPV2,Rnd2,21,2022-11-06T00:00:00Z,2022-11-10,2022-11-10,28,32,60,28,32,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHA,VOLTA,KETA,AMANSIE SOUTH,nOPV2,Rnd1,21,2020-09-10T00:00:00Z,2020-09-14,2020-09-16,31,29,60,31,25,56,4,Fail,moderate,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,25,0,0.07
GHA,VOLTA,KETA,AMANSIE SOUTH,nOPV2,Rnd2,21,2020-10-09T00:00:00Z,2020-10-13,2020-10-14,31,29,60,30,28,58,2,Pass,high,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,50,0.03
GHA,VOLTA,KETA,GHA-2024-10-01_nOPV,nOPV2,Rnd1,21,2024-10-17T00:00:00Z,2024-10-21,2024-10-22,37,23,60,29,21,50,10,Fail,poor,0,7,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,70,10,10,0,10,0,0.17
GHA,VOLTA,KETA,GHA-2024-10-01_nOPV,nOPV2,Rnd2,21,2024-11-21T00:00:00Z,2024-11-25,2024-11-26,26,34,60,24,34,58,2,Pass,high,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0.03
GHA,VOLTA,KETA,nOPV2022,nOPV2,Rnd1,21,2022-06-05T00:00:00Z,2022-06-09,2022-07-09,31,29,60,31,29,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHA,VOLTA,KETA,nOPV2022,nOPV2,Rnd2,20,2022-11-06T00:00:00Z,2022-11-10,2022-12-10,30,30,60,29,30,59,1,Pass,high,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0.02
GHA,VOLTA,KETU NORTH,AMANSIE SOUTH,nOPV2,Rnd1,21,2020-09-10T00:00:00Z,2020-09-14,2020-09-15,29,31,60,28,30,58,2,Pass,high,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,50,0,0,0,50,0,0,0.03
GHA,VOLTA,KETU NORTH,AMANSIE SOUTH,nOPV2,Rnd2,21,2020-10-09T00:00:00Z,2020-10-13,2020-10-14,27,33,60,27,33,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHA,VOLTA,KETU NORTH,GHA-2024-10-01_nOPV,nOPV2,Rnd1,21,2024-10-17T00:00:00Z,2024-10-21,2024-10-22,26,34,60,26,33,59,1,Pass,high,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
GHA,VOLTA,KETU NORTH,GHA-2024-10-01_nOPV,nOPV2,Rnd2,10,2024-11-21T00:00:00Z,2024-11-25,2024-11-26,42,18,60,42,18,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHA,VOLTA,KETU NORTH,nOPV2022,nOPV2,Rnd1,22,2022-06-05T00:00:00Z,2022-06-09,2022-07-09,33,27,60,30,23,53,7,Fail,moderate,0,0,5,0,1,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,71.43,0,14.29,0,14.29,0.12
GHA,VOLTA,KETU NORTH,nOPV2022,nOPV2,Rnd2,21,2022-11-06T00:00:00Z,2022-11-10,2022-12-10,27,33,60,24,33,57,3,Pass,high,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,33.33,33.33,0,0,0,33.33,0.05
GHA,VOLTA,KETU SOUTH,AMANSIE SOUTH,nOPV2,Rnd1,20,2020-09-10T00:00:00Z,2020-09-14,2020-09-16,22,38,60,15,34,49,11,Fail,poor,1,4,2,1,0,3,0,0,1,0,1,0,0,0,0,0,0,0,1,0,9.09,36.36,18.18,9.09,0,27.27,0,0.18
GHA,VOLTA,KETU SOUTH,AMANSIE SOUTH,nOPV2,Rnd2,21,2020-10-09T00:00:00Z,2020-10-13,2020-10-14,33,27,60,29,23,52,8,Fail,moderate,1,0,3,0,0,4,0,0,2,0,1,0,0,0,0,0,0,0,1,0,12.5,0,37.5,0,0,50,0,0.13
GHA,VOLTA,KETU SOUTH,GHA-2024-10-01_nOPV,nOPV2,Rnd1,20,2024-10-17T00:00:00Z,2024-10-21,2024-10-22,29,31,60,22,22,44,16,Fail,poor,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.27
GHA,VOLTA,KETU SOUTH,GHA-2024-10-01_nOPV,nOPV2,Rnd2,21,2024-11-21T00:00:00Z,2024-11-25,2024-11-26,27,33,60,23,29,52,8,Fail,moderate,0,5,3,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,62.5,37.5,0,0,0,0,0.13
GHA,VOLTA,KETU SOUTH,nOPV2022,nOPV2,Rnd1,21,2022-06-05T00:00:00Z,2022-06-09,2022-07-09,31,29,60,31,27,58,2,Pass,high,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
GHA,VOLTA,KETU SOUTH,nOPV2022,nOPV2,Rnd2,21,2022-11-06T00:00:00Z,2022-11-10,2022-12-10,32,28,60,29,26,55,5,Fail,moderate,1,2,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,20,40,40,0,0,0,0,0.08
GHA,VOLTA,KPANDO,AMANSIE SOUTH,nOPV2,Rnd1,21,2020-09-10T00:00:00Z,2020-09-14,2020-09-15,38,22,60,38,22,60,0,Pass,high,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GHA,VOLTA,KPANDO,AMANSIE SOUTH,nOPV2,Rnd2,21,2020-10-09T00:00:00Z,2020-10-13,2020-10-14,28,32,60,27,30,57,3,Pass,high,0,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,33.33,66.67,0,0,0,0,0.05
GHA,VOLTA,KPANDO,GHA-2024-10-01_nOPV,nOPV2,Rnd1,21,2024-10-17T00:00:00Z,2024-10-21,2024-10-22,29,31,60,27,29,56,4,Fail,moderate,0,0,2,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,50,0,0,25,25,0.07
GHA,VOLTA,KPANDO,GHA-2024-10-01_nOPV,nOPV2,Rnd2,21,2024-11-21T00:00:00Z,2024-11-25,2024-11-26,26,34,60,26,32,58,2,Pass,high,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.03
GHA,VOLTA,KPANDO,nOPV2022,nOPV2,Rnd1,21,2022-06-05T00:00:00Z,2022-06-09,2022-07-09,29,31,60,26,27,53,7,Fail,moderate,1,1,3,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,14.29,14.29,42.86,0,14.29,0,14.29,0.12
GHA,VOLTA,KPANDO,nOPV2022,nOPV2,Rnd2,21,2022-11-06T00:00:00Z,2022-11-10,2022-12-10,28,32,60,24,28,52,8,Fail,moderate,0,5,3,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,62.5,37.5,0,0,0,0,0.13
GHA,VOLTA,KPANDO,nOPV2022,nOPV2,Rnd3,21,2022-12-16T00:00:00Z,2022-12-20,2022-12-21,29,31,60,29,30,59,1,Pass,high,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0.02
